,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,playlist_year
568,American Boy,Shine,Estelle,2008-03-28,284733,78,0.727,0.171,0.729,0.0,0.07,-2.99,0.326,117.932,4,2008
569,Don't Stop The Music,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,267080,79,0.835,0.0336,0.669,6.92e-05,0.0535,-5.582,0.0643,122.668,4,2008
570,Kids,Oracular Spectacular,MGMT,2007-12-14,302840,78,0.451,0.00076,0.931,0.0049,0.361,-3.871,0.0719,122.961,4,2008
571,Paper Planes,Kala,M.I.A.,2007-08-20,205200,77,0.447,0.033,0.848,7.46e-05,0.65,-6.175,0.222,172.253,4,2008
572,Use Somebody,Only By The Night,Kings of Leon,2008-09-23,230760,76,0.276,0.00552,0.715,0.000417,0.201,-5.356,0.0432,137.028,4,2008
573,So What,Funhouse (Expanded Edition),P!nk,2008-10-24,215160,76,0.534,0.000334,0.87,0.0,0.241,-3.078,0.0425,126.019,4,2008
574,Womanizer,Circus (Deluxe Version),Britney Spears,2008-12-02,224400,76,0.724,0.073,0.695,0.0,0.0889,-5.226,0.0622,139.0,4,2008
575,Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,238626,76,0.707,0.0863,0.813,0.0,0.168,-4.515,0.0571,124.921,4,2008
576,Love Story,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,236266,76,0.617,0.131,0.741,0.0,0.0772,-3.97,0.0311,118.984,4,2008
577,Human,Day & Age (Bonus Tracks),The Killers,2008-11-18,245373,75,0.557,0.00132,0.8,0.0012,0.0906,-8.477,0.0601,135.47,4,2008
578,Paralyzer,Them Vs. You Vs. Me (Deluxe Edition),Finger Eleven,2007-01-01,208106,75,0.644,0.157,0.939,0.0,0.233,-3.486,0.0456,106.031,4,2008
579,Miss Independent,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,232000,75,0.673,0.522,0.683,0.0,0.235,-5.693,0.115,171.86,4,2008
580,Live Your Life,Paper Trail,T.I.,2008-09-07,338853,75,0.375,0.071,0.862,0.0,0.211,-3.363,0.255,159.841,4,2008
581,Apologize - feat. One Republic,Shock Value,Timbaland,2007-01-01,184400,74,0.653,0.0292,0.604,0.0,0.097,-6.017,0.0278,118.016,4,2008
582,Halo,I AM...SASHA FIERCE,Beyoncé,2008-11-17,261640,74,0.508,0.272,0.72,0.0,0.0563,-5.908,0.0628,79.983,4,2008
583,Take A Bow,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,229413,74,0.697,0.248,0.467,0.0,0.0941,-7.536,0.0715,82.082,4,2008
584,All Summer Long,Rock n Roll Jesus,Kid Rock,2007-10-09,297586,74,0.7,0.0212,0.864,0.0,0.0956,-3.629,0.0283,102.997,4,2008
585,Just Dance,The Fame,Lady Gaga,2008-01-01,241933,74,0.822,0.0264,0.739,4.26e-05,0.181,-4.541,0.0311,118.992,4,2008
586,Ain't No Rest for the Wicked,Cage The Elephant (Expanded Edition),Cage The Elephant,2009-03-24,175493,73,0.636,0.0438,0.849,0.0,0.372,-7.075,0.106,156.036,4,2008
587,Dangerous,Not 4 Sale,Kardinal Offishall,2008-01-01,246053,73,0.949,0.00437,0.79,0.0,0.0816,-5.957,0.0756,117.002,4,2008
588,The Man Who Can't Be Moved,The Script,The Script,2008-07-14,241373,73,0.605,0.437,0.629,0.0,0.097,-5.051,0.0279,99.894,4,2008
589,Love Song,Little Voice,Sara Bareilles,2007-07-03,258826,73,0.583,0.0208,0.786,0.0,0.188,-3.142,0.0301,123.055,4,2008
590,With You,Exclusive (Expanded Edition),Chris Brown,2007-11-06,252120,72,0.662,0.134,0.693,0.0,0.145,-4.298,0.0698,86.009,4,2008
591,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008,263573,71,0.315,0.771,0.296,0.0,0.702,-13.262,0.0315,173.509,4,2008
592,Skinny Love,"For Emma, Forever Ago",Bon Iver,2008-02-19,238520,71,0.592,0.845,0.263,5.68e-06,0.127,-14.029,0.0568,76.366,4,2008
593,4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version),Madonna,2009-09-18,189693,71,0.753,0.00994,0.931,0.00696,0.234,-4.922,0.0652,113.029,4,2008
594,Addicted,Saving Abel,Saving Abel,2008-01-01,222826,70,0.512,0.000821,0.864,0.0,0.0982,-4.146,0.0338,138.018,4,2008
595,Burnin' Up,A Little Bit Longer,Jonas Brothers,2008-08-12,175093,70,0.667,0.0296,0.954,0.0,0.331,-3.462,0.0817,114.03,4,2008
596,Chasing Pavements,19,Adele,2008-01-28,210506,69,0.616,0.291,0.47,0.0,0.111,-6.092,0.0253,80.03,4,2008
597,Touch My Body,E=MC2,Mariah Carey,2008-04-15,204733,69,0.714,0.0996,0.665,0.0,0.226,-7.736,0.0509,78.515,4,2008
598,A Milli,Tha Carter III,Lil Wayne,2008-06-10,221840,69,0.674,0.0387,0.695,0.00202,0.194,-8.636,0.278,151.486,4,2008
599,Hot N Cold,One Of The Boys,Katy Perry,2008-06-17,220226,69,0.706,7.95e-05,0.841,0.0,0.0688,-3.956,0.0418,132.032,4,2008
600,Kiss Kiss (feat. T-Pain),Exclusive (Expanded Edition),Chris Brown,2007-11-06,250666,70,0.729,0.0506,0.658,0.0,0.0693,-3.386,0.225,140.043,3,2008
601,Hate That I Love You,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,218946,69,0.637,0.323,0.73,0.0,0.0981,-5.38,0.0874,93.867,4,2008
602,Dance Wiv Me - Radio Edit,Tongue N' Cheek (Dirtee Deluxe Edition),Dizzee Rascal,2011-01-01,204093,68,0.878,0.0476,0.746,0.0,0.154,-4.281,0.0451,111.996,4,2008
603,Crush,David Archuleta,David Archuleta,2008-11-11,213520,67,0.57,0.00836,0.664,1.2e-05,0.0719,-4.718,0.0322,162.084,4,2008
604,Pjanoo - Radio Edit,Pjanoo,Eric Prydz,2008-08-29,157432,67,0.605,0.000563,0.874,0.812,0.112,-4.949,0.0295,125.99,4,2008
605,A-Punk,Vampire Weekend,Vampire Weekend,2008-01-29,137760,67,0.551,0.0103,0.819,0.0437,0.153,-4.489,0.0525,174.917,4,2008
606,If I Were a Boy,I AM...SASHA FIERCE,Beyoncé,2008-11-14,249146,66,0.632,0.107,0.518,0.0,0.354,-6.126,0.0313,90.007,4,2008
607,Right Now (Na Na Na),Freedom,Akon,2008-01-01,240746,66,0.832,0.267,0.87,0.0,0.412,-4.2,0.167,138.003,4,2008
608,Love Lockdown,808s & Heartbreak,Kanye West,2008-11-24,270306,66,0.76,0.0542,0.524,0.5,0.112,-7.67,0.0323,119.603,4,2008
609,Better in Time,Spirit,Leona Lewis,2007,234173,66,0.584,0.512,0.7,2.43e-05,0.13,-4.251,0.0506,163.953,4,2008
610,Shadow of the Day,Minutes to Midnight,Linkin Park,2007-05-14,290360,66,0.534,0.00479,0.393,0.0107,0.107,-7.813,0.0292,110.007,4,2008
611,See You Again,Meet Miley Cyrus,Miley Cyrus,2007-06-26,190453,66,0.692,0.015,0.911,7.71e-05,0.112,-5.098,0.177,138.975,4,2008
612,Take You There,Sean Kingston,Sean Kingston,2008-03-11,236693,66,0.752,0.0182,0.921,0.0,0.256,-4.321,0.0696,115.033,4,2008
613,All I Ever Wanted - Radio Edit,Now You're Gone - The Album,Basshunter,2008-01-15,176453,65,0.645,0.164,0.984,0.00701,0.164,-7.051,0.0508,144.954,4,2008
614,Superstar (feat. Matthew Santos),Lupe Fiasco's The Cool,Lupe Fiasco,2007-01-01,289000,64,0.572,0.207,0.822,0.0,0.359,-6.015,0.361,94.812,4,2008
615,Closer,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,234360,64,0.711,0.028,0.753,2.96e-05,0.152,-6.461,0.0766,126.051,4,2008
616,Desabafo / Deixa Eu Dizer,A Arte Do Barulho,Marcelo D2,2008-01-01,175666,64,0.6,0.0364,0.869,0.0,0.287,-5.565,0.315,85.409,4,2008
617,I Hate This Part,Doll Domination (Deluxe),The Pussycat Dolls,2008-09-23,218400,64,0.756,0.0659,0.612,0.0,0.274,-4.371,0.0317,111.572,4,2008
618,Hallelujah,Overcome,Alexandra Burke,2009,217826,64,0.177,0.654,0.425,0.0,0.195,-6.211,0.0291,182.571,3,2008
619,Violet Hill,Viva La Vida or Death and All His Friends,Coldplay,2008-05-26,222653,63,0.33,0.0614,0.58,0.00129,0.115,-7.875,0.0374,76.093,4,2008
620,Clumsy,The Dutchess,Fergie,2006-09-13,240426,62,0.731,0.191,0.563,0.000423,0.296,-4.046,0.131,184.004,4,2008
621,"Chora, Me Liga - Ao Vivo",Curtição,João Bosco & Vinicius,2008-07-14,181146,61,0.682,0.257,0.905,0.0,0.831,-3.825,0.112,98.102,4,2008
622,Fall for You,A Twist in My Story,Secondhand Serenade,2008-05-13,183600,61,0.392,0.174,0.451,0.0,0.103,-7.109,0.0361,169.489,4,2008
623,Now You're Gone - Video Edit,Now You're Gone - The Album,Basshunter,2008-01-15,148186,64,0.639,0.0213,0.976,0.0,0.0856,-5.503,0.354,147.99,4,2008
624,Say,Say,John Mayer,2006-10-13,230213,61,0.485,0.541,0.723,1.12e-06,0.075,-6.565,0.0317,167.845,4,2008
625,Can't Believe It (feat. Lil' Wayne),Three Ringz (Thr33 Ringz) [Expanded Edition],T-Pain,2008-11-11,273826,61,0.649,0.0018,0.515,0.0,0.0773,-8.869,0.0486,89.828,4,2008
626,Mercy,Rockferry,Duffy,2008-01-01,219920,60,0.793,0.266,0.859,0.000356,0.133,-3.774,0.0332,129.911,4,2008
627,What You Got,Colby O,Colby O'Donis,2008-01-01,243013,60,0.775,0.0327,0.641,0.0,0.18,-6.718,0.038,119.974,4,2008
628,My Life,LAX,The Game,2008-01-01,320893,59,0.67,0.0731,0.765,0.0,0.0567,-5.019,0.352,148.126,4,2008
629,Shimbalaiê,Maria Gadú,Maria Gadú,2009-07-20,196906,56,0.743,0.821,0.485,0.0,0.0817,-9.604,0.0452,101.975,4,2009
630,Heartless,808s & Heartbreak,Kanye West,2008-11-24,211000,85,0.79,0.0515,0.647,0.0,0.248,-5.983,0.136,87.999,4,2009
631,Cedo Ou Tarde,Rock 2000,Various Artists,2021-07-10,193466,27,0.594,0.332,0.924,0.0,0.277,-2.906,0.0269,107.268,4,2009
632,Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,276920,82,0.491,0.0295,0.956,0.0,0.46,-1.538,0.392,173.585,4,2009
633,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009-01-01,289133,73,0.744,0.0873,0.766,0.0,0.509,-6.375,0.0265,127.966,4,2009
634,Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,2009-11-05,294573,82,0.696,0.00314,0.921,5.24e-05,0.0842,-3.755,0.0363,119.001,4,2009
635,Sex on Fire,Only By The Night,Kings of Leon,2008-09-23,203346,81,0.542,0.00172,0.905,0.0104,0.136,-5.653,0.054,153.398,4,2009
636,TiK ToK,Animal (Expanded Edition),Kesha,2010-01-01,199693,80,0.755,0.0991,0.837,0.0,0.289,-2.718,0.142,120.028,4,2009
637,I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,242946,80,0.703,0.559,0.444,0.0,0.0973,-9.331,0.0417,150.96,4,2009
638,Walking On A Dream,Walking On A Dream (10th Anniversary Edition),Empire of the Sun,2008-10-03,198440,78,0.871,0.257,0.701,7.52e-06,0.0589,-5.594,0.0458,126.975,4,2009
639,Sexy Bitch (feat. Akon),One Love (Deluxe),David Guetta,2009-08-21,195853,66,0.813,0.0771,0.627,0.000616,0.131,-5.018,0.0486,130.011,4,2009
640,American Boy,Shine,Estelle,2008-03-28,284733,78,0.727,0.171,0.729,0.0,0.07,-2.99,0.326,117.932,4,2009
641,Best I Ever Had,So Far Gone,Drake,2009,257690,77,0.395,0.19,0.922,0.0,0.134,-2.176,0.375,162.361,4,2009
642,Party In The U.S.A.,The Time Of Our Lives,Miley Cyrus,2009-01-01,202066,76,0.652,0.00112,0.698,0.000115,0.0886,-4.667,0.042,96.021,4,2009
643,Use Somebody,Only By The Night,Kings of Leon,2008-09-23,230760,76,0.276,0.00552,0.715,0.000417,0.201,-5.356,0.0432,137.028,4,2009
644,Kiss Me Thru The Phone,iSouljaBoyTellem,Soulja Boy,2008-01-01,193386,76,0.758,0.0185,0.712,0.0,0.0677,-3.781,0.112,149.998,4,2009
645,Run This Town,The Blueprint 3,JAY-Z,2009-09-08,267520,76,0.632,0.281,0.924,0.0,0.263,-1.802,0.29,86.844,4,2009
646,Monster,Awake,Skillet,2009-08-21,178013,76,0.64,0.0431,0.957,0.0,0.0789,-2.336,0.0741,134.992,4,2009
647,Womanizer,Circus (Deluxe Version),Britney Spears,2008-12-02,224400,76,0.724,0.073,0.695,0.0,0.0889,-5.226,0.0622,139.0,4,2009
648,Love Story,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,236266,76,0.617,0.131,0.741,0.0,0.0772,-3.97,0.0311,118.984,4,2009
649,Uprising,The Resistance,Muse,2009-09-10,304840,76,0.602,0.000202,0.905,0.064,0.117,-4.046,0.0775,128.019,4,2009
650,Poker Face,The Fame,Lady Gaga,2008-01-01,237200,75,0.851,0.118,0.806,1.64e-06,0.121,-4.62,0.0787,118.999,4,2009
651,Miss Independent,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,232000,75,0.673,0.522,0.683,0.0,0.235,-5.693,0.115,171.86,4,2009
652,Halo,I AM...SASHA FIERCE,Beyoncé,2008-11-17,261640,74,0.508,0.272,0.72,0.0,0.0563,-5.908,0.0628,79.983,4,2009
653,21 Guns,21st Century Breakdown,Green Day,2009-05-15,321093,74,0.268,0.0518,0.742,0.0,0.626,-4.939,0.0355,159.779,4,2009
654,Right Round,R.O.O.T.S. (Route of Overcoming the Struggle),Flo Rida,2009-03-30,204640,74,0.72,0.009,0.672,0.0,0.232,-6.852,0.0551,124.986,4,2009
655,Just Dance,The Fame,Lady Gaga,2008-01-01,241933,74,0.822,0.0264,0.739,4.26e-05,0.181,-4.541,0.0311,118.992,4,2009
656,Whatever You Like,Paper Trail,T.I.,2008-09-07,249533,74,0.68,0.0161,0.687,0.0,0.261,-6.162,0.0709,150.053,4,2009
657,Forever,Relapse: Refill,Eminem,2009-05-15,357706,73,0.457,0.249,0.906,0.0,0.182,-2.278,0.342,104.02,5,2009
658,Lucky,We Sing. We Dance. We Steal Things.,Jason Mraz,2008-05-12,189613,73,0.625,0.294,0.414,0.0,0.151,-8.7,0.0369,130.088,4,2009
659,You Belong With Me,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,232120,72,0.687,0.178,0.745,1.59e-05,0.111,-4.432,0.0379,129.966,4,2009
660,The Only Exception,Brand New Eyes,Paramore,2009-09-28,267653,72,0.452,0.144,0.563,0.0,0.143,-6.607,0.0272,137.715,3,2009
661,Fire Burning,Tomorrow,Sean Kingston,2009-09-07,239986,71,0.839,0.0192,0.804,0.0,0.331,-2.513,0.0329,122.973,4,2009
662,Dog Days Are Over,Lungs (Deluxe Edition),Florence + The Machine,2009,251840,71,0.492,0.0416,0.81,0.00379,0.117,-5.315,0.0847,149.954,4,2009
663,Haven't Met You Yet,Crazy Love,Michael Bublé,2009-10-06,244586,71,0.615,0.152,0.733,0.0,0.109,-4.808,0.0335,122.58,4,2009
664,If U Seek Amy,Circus (Deluxe Version),Britney Spears,2008-12-02,216520,70,0.717,0.0192,0.587,0.0,0.0523,-7.296,0.0339,129.954,4,2009
665,LoveGame,The Fame,Lady Gaga,2008-01-01,216333,70,0.894,0.00569,0.678,2.43e-06,0.317,-5.611,0.0523,105.024,4,2009
666,One Time,My World,Justin Bieber,2009-01-01,215866,70,0.691,0.0631,0.853,7.13e-05,0.082,-2.528,0.0372,145.999,4,2009
667,Day 'N' Nite (nightmare),Man On The Moon: The End Of Day (Deluxe),Kid Cudi,2009-01-01,221240,69,0.881,0.48,0.441,9.08e-06,0.119,-6.278,0.0646,138.014,4,2009
668,Gives You Hell,When The World Comes Down,The All-American Rejects,2008-01-01,213106,69,0.718,0.0159,0.691,0.0,0.0627,-6.44,0.0387,100.008,4,2009
669,New Divide,Transformers: Revenge Of The Fallen The Album,Various Artists,2009-06-12,268613,69,0.493,0.000235,0.808,0.0,0.0983,-3.365,0.0362,117.971,4,2009
670,Hotel Room Service,Pitbull Starring In Rebelution,Pitbull,2009-08-27,237600,69,0.85,0.00684,0.631,0.000406,0.0679,-8.401,0.227,126.002,4,2009
671,Second Chance,The Sound of Madness,Shinedown,2008-06-24,222066,68,0.46,0.00107,0.796,0.0,0.106,-4.501,0.0333,100.011,4,2009
672,Single Ladies (Put a Ring on It),I AM...SASHA FIERCE,Beyoncé,2008-11-17,193213,68,0.426,0.0383,0.584,0.0,0.188,-5.293,0.296,193.437,4,2009
673,Meet Me Halfway,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009-01-01,284373,68,0.798,0.00474,0.629,2.29e-05,0.324,-6.857,0.0735,130.002,4,2009
674,Paparazzi,The Fame,Lady Gaga,2008-01-01,208306,69,0.762,0.113,0.692,0.0,0.094,-3.973,0.0438,114.906,4,2009
675,The Climb,Hannah Montana The Movie,Various Artists,2009-01-01,236066,68,0.327,0.0834,0.588,0.0,0.104,-6.611,0.0336,161.074,4,2009
676,Never Say Never,The Fray,The Fray,2009-02-02,256613,67,0.23,0.568,0.492,8.18e-06,0.176,-5.767,0.0317,160.139,4,2009
677,I Know You Want Me (Calle Ocho),Pitbull Starring In Rebelution,Pitbull,2009-08-27,237120,68,0.817,0.0152,0.733,4.31e-05,0.107,-6.009,0.145,127.056,4,2009
678,Knock You Down,In A Perfect World...,Keri Hilson,2009-01-01,326186,67,0.588,0.00952,0.877,0.0,0.171,-4.78,0.16,155.165,4,2009
679,Birthday Sex,Jeremih,Jeremih,2009-01-01,226506,67,0.677,0.295,0.523,0.0,0.15,-5.603,0.0439,60.019,4,2009
680,If Today Was Your Last Day,Dark Horse,Nickelback,2008-10-28,249066,67,0.485,8.67e-05,0.911,0.0,0.092,-5.749,0.0355,89.956,4,2009
681,Mad,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,254533,67,0.727,0.661,0.649,0.0,0.111,-5.356,0.0338,129.992,4,2009
682,Whatcha Say,Jason Derulo,Jason Derulo,2010-02-24,221253,66,0.615,0.0444,0.711,0.0,0.145,-5.507,0.0779,144.036,4,2009
683,Jai Ho! (You Are My Destiny),Jai Ho! (You Are My Destiny),A.R. Rahman,2009-01-01,222400,66,0.657,0.0476,0.941,0.0,0.0797,-3.919,0.061,136.202,4,2009
684,Love Lockdown,808s & Heartbreak,Kanye West,2008-11-24,270306,66,0.76,0.0542,0.524,0.5,0.112,-7.67,0.0323,119.603,4,2009
685,Obsessed,Memoirs of an imperfect Angel,Mariah Carey,2009-09-29,242200,66,0.742,0.0465,0.468,0.0,0.826,-5.557,0.0625,86.443,4,2009
686,Fire,West Ryder Pauper Lunatic Asylum,Kasabian,2009,252279,66,0.525,0.0874,0.742,0.149,0.117,-5.643,0.0311,117.029,4,2009
687,Good Girls Go Bad (feat. Leighton Meester),Hot Mess,Cobra Starship,2009-07-07,196413,65,0.594,0.0116,0.874,0.0,0.549,-3.716,0.0815,119.964,4,2009
688,Two Is Better Than One (feat. Taylor Swift),Love Drunk,Boys Like Girls,2009-09-07,242840,65,0.521,0.189,0.702,0.0,0.0962,-5.189,0.0331,127.976,4,2009
689,Blame It,Intuition,Jamie Foxx,2008-12-11,289746,65,0.673,0.0782,0.614,0.0,0.139,-5.426,0.103,176.052,4,2009
690,Rockin' That Shit,Love Vs Money,The-Dream,2009-01-01,221920,65,0.672,0.123,0.62,0.0,0.362,-4.865,0.0422,78.005,4,2009
691,Release Me,Dance Love Pop (The Love Love Love Edition),Agnes,2009-04-01,256213,64,0.621,0.00645,0.923,7.28e-05,0.108,-3.124,0.0321,127.973,4,2009
692,Russian Roulette,Rated R,Rihanna,2009-11-20,227533,64,0.48,0.046,0.486,0.0,0.107,-5.754,0.0447,80.051,4,2009
693,Intro,xx,The xx,2009-08-18,127920,64,0.617,0.459,0.778,0.925,0.128,-8.872,0.027,100.363,4,2009
694,Sweet Dreams,I AM...SASHA FIERCE,Beyoncé,2008-11-14,208066,64,0.694,0.0895,0.825,1.86e-05,0.0618,-5.986,0.111,121.949,4,2009
695,Sober,Funhouse (Expanded Edition),P!nk,2008-10-24,251533,64,0.614,0.0635,0.797,0.0,0.187,-4.896,0.0314,90.946,4,2009
696,I Hate This Part,Doll Domination (Deluxe),The Pussycat Dolls,2008-09-23,218400,64,0.756,0.0659,0.612,0.0,0.274,-4.371,0.0317,111.572,4,2009
697,Naturally,Kiss & Tell,Selena Gomez & The Scene,2009-01-01,202586,64,0.605,0.0185,0.902,1.01e-06,0.0534,-5.406,0.0511,132.612,4,2009
698,Love Drunk,Love Drunk,Boys Like Girls,2009-09-07,226706,64,0.44,0.00177,0.976,3.39e-06,0.16,-3.17,0.141,150.005,4,2009
699,Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,2009-11-05,294573,82,0.696,0.00314,0.921,5.24e-05,0.0842,-3.755,0.0363,119.001,4,2010
700,Love The Way You Lie,Recovery,Eminem,2010-06-18,263373,82,0.749,0.241,0.925,0.0,0.52,-5.034,0.227,86.989,4,2010
701,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,2010-12-01,216773,82,0.673,0.185,0.886,0.0,0.0826,-4.44,0.0431,97.012,4,2010
702,Baby,My World 2.0,Justin Bieber,2010-01-01,214240,81,0.728,0.0401,0.859,0.0,0.111,-5.237,0.137,65.043,4,2010
703,TiK ToK,Animal (Expanded Edition),Kesha,2010-01-01,199693,80,0.755,0.0991,0.837,0.0,0.289,-2.718,0.142,120.028,4,2010
704,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,81,0.498,0.511,0.59,0.0,0.107,-4.721,0.032,145.867,4,2010
705,Dynamite,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,202613,79,0.751,0.00379,0.783,0.0,0.036,-3.724,0.0859,119.975,4,2010
706,Super Bass,Pink Friday (Complete Edition),Nicki Minaj,2010-11-22,200013,80,0.723,0.271,0.86,4.56e-06,0.598,-4.357,0.203,126.979,4,2010
707,California Gurls,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,234653,76,0.791,0.00446,0.754,0.0,0.163,-3.729,0.0569,125.014,4,2010
708,DJ Got Us Fallin' In Love (feat. Pitbull),Raymond v Raymond (Expanded Edition),Usher,2010-03-30,220800,79,0.663,0.0338,0.861,0.0,0.082,-3.398,0.109,119.963,4,2010
709,Devil In A New Dress,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,351946,78,0.435,0.0175,0.76,0.0,0.158,-4.935,0.0721,80.082,4,2010
710,Only Girl (In The World),Loud (Japan Version),Rihanna,2010-01-01,235493,78,0.789,0.112,0.706,1.71e-05,0.0586,-4.233,0.0429,125.911,4,2010
711,Danza Kuduro,Meet The Orphans,Don Omar,2010-01-01,198773,78,0.4,0.0846,0.915,0.0,0.0503,-4.89,0.28,88.917,3,2010
712,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220734,81,0.635,0.0134,0.841,0.0,0.0622,-5.379,0.0422,109.021,4,2010
713,Best I Ever Had,So Far Gone,Drake,2009,257690,77,0.395,0.19,0.922,0.0,0.134,-2.176,0.375,162.361,4,2010
714,Break Your Heart,The Rokstarr Hits Collection,Taio Cruz,2010-01-01,201546,75,0.607,0.0327,0.934,0.0,0.0909,-4.217,0.0314,122.01,4,2010
715,Black and Yellow,Rolling Papers,Wiz Khalifa,2011-03-29,217666,75,0.684,0.0646,0.834,0.0,0.271,-4.524,0.0675,164.02,4,2010
716,POWER,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,292093,78,0.542,0.0161,0.914,0.0,0.744,-4.747,0.113,153.993,4,2010
717,Last Friday Night (T.G.I.F.),Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,230746,75,0.649,0.00125,0.815,4.31e-05,0.671,-3.796,0.0415,126.03,4,2010
718,Nothin' on You (feat. Bruno Mars),B.o.B Presents: The Adventures of Bobby Ray,B.o.B,2010-04-27,268320,75,0.688,0.386,0.853,0.0,0.0862,-5.814,0.0493,103.993,4,2010
719,Rude Boy,Rated R,Rihanna,2009-11-20,222920,75,0.563,0.113,0.75,0.0,0.0788,-4.496,0.127,173.906,4,2010
720,Just A Dream,5.0,Nelly,2010-11-12,237800,73,0.531,0.0421,0.752,0.0,0.12,-6.161,0.0305,89.917,4,2010
721,OMG (feat. will.i.am),Raymond v Raymond (Expanded Edition),Usher,2010-03-30,269493,73,0.781,0.198,0.745,1.14e-05,0.36,-5.81,0.0332,129.998,4,2010
722,Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),Travie McCoy,2010-03-09,211160,72,0.633,0.297,0.673,0.0,0.206,-6.403,0.258,86.776,4,2010
723,Airplanes (feat. Hayley Williams of Paramore),B.o.B Presents: The Adventures of Bobby Ray,B.o.B,2010-04-27,180480,75,0.66,0.11,0.867,0.0,0.0368,-4.285,0.116,93.033,4,2010
724,Impossible,No Gravity,Shontelle,2010-01-01,226533,72,0.6,0.385,0.624,0.0,0.125,-3.631,0.0334,90.036,4,2010
725,What You Know,Tourist History,Two Door Cinema Club,2010-02-17,191706,71,0.561,0.000715,0.741,1.4e-05,0.0822,-4.239,0.0419,139.001,4,2010
726,What's My Name?,Loud (Japan Version),Rihanna,2010-01-01,263173,71,0.689,0.182,0.784,0.0,0.0843,-2.972,0.074,99.954,4,2010
727,Teenage Dream,Teenage Dream,Katy Perry,2010-01-01,227741,71,0.719,0.0162,0.798,2.34e-06,0.134,-4.582,0.0361,120.011,4,2010
728,The Time (Dirty Bit),The Beginning (Deluxe),Black Eyed Peas,2010-01-01,307640,71,0.816,0.0662,0.813,2.77e-06,0.602,-7.798,0.0664,127.979,4,2010
729,BedRock,We Are Young Money,Young Money,2009-01-01,288133,70,0.733,0.102,0.664,0.0,0.191,-6.163,0.295,148.005,4,2010
730,Alejandro,The Fame Monster (Deluxe Edition),Lady Gaga,2009-11-05,274213,70,0.623,0.000397,0.793,0.0015,0.375,-6.63,0.0462,98.998,4,2010
731,Like A G6,Free Wired,Far East Movement,2010-01-01,216893,70,0.435,0.00676,0.837,0.0,0.117,-8.126,0.449,124.913,4,2010
732,If We Ever Meet Again (Featuring Katy Perry),Shock Value II,Timbaland,2009-01-01,292706,69,0.652,0.00481,0.605,0.0,0.0605,-7.371,0.0393,126.091,4,2010
